Path difference [nm]	Intensity [a.u.]
6480	53.68
6528	53.9033
6576	53.84
6624	53.48
6672	52.1967
6720	50.3733
6768	48.74
6816	49.0633
6864	51.2133
6912	52.12
6960	52.5367
7008	53.4467
7056	53.27
7104	52.1467
7152	50.67
7200	49.2133
7248	49.0633
7296	49.83
7344	50.45
7392	51.9033
7440	53.1733
7488	53.2733
7536	52.8433
7584	51.7933
7632	50.59
7680	49.7
7728	49.46
7776	50.29
7824	51.57
7872	52.6767
7920	52.95
7968	53.02
8016	52.6133
8064	51.6467
8112	50.27
8160	49.58
8208	50.2667
8256	50.6633
8304	51.5033
8352	52.43
8400	52.6667
8448	52.3967
8496	51.8533
8544	50.6333
8592	50.0867
8640	49.7533
8688	50.2933
8736	51.03
8784	51.93
8832	52.2067
8880	52.6
8928	52.28
8976	51.1
9024	50.6533
9072	50.3267
9120	50.0133
9168	50
9216	51.5933
9264	51.85
9312	52.1233
9360	52.27
9408	51.8167
9456	51.6033
9504	50.99
9552	50.64
9600	50.49
9648	50.46
9696	51.4233
9744	52.1167
9792	52.1833
9840	52.2333
9888	51.8133
9936	51.2267
9984	50.4167
10032	50.2433
10080	50.52
10128	51.0267
10176	51.5667
10224	52.0467
10272	52.2967
10320	51.6333
10368	51.2833
10416	50.71
10464	50.6233
10512	50.6033
10560	50.6567
10608	50.9867
10656	52.0167
10704	51.9333
10752	51.7733
10800	51.5367
10848	51.2333
10896	51.07
10944	50.55
10992	50.76
11040	51.3267
11088	51.7067
11136	52
11184	51.9367
11232	51.6733
11280	51.29
11328	50.7467
11376	50.7167
11424	50.7733
11472	51.05
11520	51.33
11568	51.41
11616	51.81
11664	52.0733
11712	51.79
11760	51.18
11808	50.8433
11856	50.8167
11904	50.8533
11952	50.7733
12000	51.32
12048	51.5033
12096	51.4833
12144	51.6933
12192	51.2333
12240	51.1633
12288	50.8333
12336	50.83
12384	51.0833
12432	51.33
12480	51.72
12528	51.6167
12576	51.7567
12624	51.6933
12672	51.3067
12720	51.0667
12768	50.8533
12816	50.8533
12864	51.0467
12912	51.3567
12960	51.2833
13008	51.79
13056	51.7833
13104	51.65
13152	51.1033
13200	51.0167
13248	50.9267
