Path difference [nm]	Intensity [a.u.]
13680	26.03
13728	25.9867
13776	26.02
13824	26.04
13872	26.0533
13920	25.9433
13968	25.9933
14016	26.04
14064	25.9467
14112	25.93
14160	25.91
14208	25.9667
14256	25.9567
14304	25.9433
14352	26.0267
14400	26.0033
14448	25.9667
14496	25.98
14544	26.1033
14592	26.0333
14640	26.01
14688	25.9233
14736	25.9733
14784	26.0533
14832	25.8867
14880	25.9767
14928	25.96
14976	25.96
15024	25.9833
15072	26.01
15120	26.0567
15168	26.09
15216	26.0633
15264	25.9767
15312	26.0067
15360	26.0167
15408	26.0033
15456	25.97
15504	25.9367
15552	25.97
15600	25.9267
15648	26.0167
15696	26.0667
15744	26.0267
15792	26.0433
15840	26.0367
15888	26.0567
15936	25.9867
15984	26.0167
16032	26.0067
16080	25.96
16128	25.9133
16176	25.9233
16224	26.0133
16272	26.0267
16320	25.9333
16368	26
16416	25.99
16464	26.09
16512	26.0267
16560	25.9567
16608	26.0033
16656	26.0367
16704	26.03
16752	26.0067
16800	25.9333
16848	25.96
16896	26
16944	26.02
16992	26.06
17040	26.1
17088	26.0867
17136	26.06
17184	25.9733
17232	25.98
17280	26.0467
17328	25.9733
17376	25.9267
17424	25.9233
17472	26.0167
17520	25.9767
17568	26.01
17616	25.9833
17664	25.9933
17712	26.0667
17760	26.0767
17808	25.99
17856	26.06
17904	25.9967
17952	26.0767
18000	25.98
18048	25.94
18096	26.0133
18144	25.9567
18192	26.01
18240	25.9467
18288	26.05
18336	26.04
18384	26.0533
18432	26.0733
18480	26.0067
18528	25.9633
18576	25.9467
18624	26.0133
18672	25.9833
18720	25.9133
18768	26.05
18816	25.9933
18864	26.01
18912	26.0567
18960	26.0433
19008	26.1
19056	25.9967
19104	26.01
19152	25.9833
19200	25.9733
19248	25.9833
19296	25.93
19344	25.9767
19392	25.99
19440	25.9833
19488	25.97
19536	25.9933
19584	26.0267
19632	26.0733
19680	26.06
19728	26.0033
19776	26.0367
19824	26.0033
19872	25.95
19920	25.95
19968	25.97
20016	25.9867
20064	26.0067
20112	25.99
20160	25.9933
20208	25.9767
20256	26.05
20304	26.02
20352	25.9833
20400	25.9967
20448	26.0333
20496	26.0167
20544	25.92
20592	25.97
20640	25.9633
20688	26.0333
20736	25.9833
20784	26.0067
20832	26.05
20880	26.0167
20928	26.0233
20976	26.0167
21024	25.9967
21072	25.99
21120	26
21168	25.9167
21216	25.9533
